1,เส้นแบบใด ใช้ในการแสดงเพื่อบอกศูนย์กลางของวงกลม,none,none,none,none,none,2,none,a1.png,b1.png,c1.png,d1.png,none
2,อัตราส่วน (scale) 1:3 หมายถึง,ขนาดในภาพเขียนจะใหญ่กว่าขนาดจริง 3 เท่า,ขนาดในภาพเขียนจะเล็กกว่าขนาดจริง 3 เท่า,การบอกขนาดในภาพเขียน จะระบุขนาดที่ใหญ่กว่าขนาดจริง 3 เท่า,การบอกขนาดในภาพเขียน จะระบุขนาดที่เล็กกว่าขนาดจริง 3 เท่า,none,2,none,none,none,none,none,none
3,เส้นเต็มบาง (Continuous thin line) ใช้ในกรณีใดได้บ้าง,เส้นรอบรูป ขอบที่เห็นชัด,เส้นรอบรูป ขอบที่ถูกบัง,เส้นลายตัด,เส้นผ่านศูนย์กลาง,none,3,none,none,none,none,none,none
4,"ในงานเขียนแบบที่ใช้กลุ่มเส้น 0.5, 0.35, และ 0.25 มิลลิเมตร การเขียนเส้นประ (เส้นขอบชิ้นงานที่ถูกบัง) ใช้ขนาดเส้นเท่าใด",0.5 มิลลิเมตร,0.35 มิลลิเมตร,0.25 มิลลิเมตร,ขนาดใดก็ได้,none,2,none,none,none,none,none,none
5,พื้นผิวระนาบเอียงที่ถูกกำหนดให้.........................กับระนาบหนึ่งระนาบของสามระนาบหลักในระบบพิกัดฉากจะ.......................กับอีกสองระนาบที่เหลือของระบบพิกัดฉาก,"ขนาน, ทำมุมเอียง","ตั้งฉาก, ทำมุมเอียง","ตั้งฉาก, ขนาน","ทำมุมเอียง, ขนาน",none,2,none,none,none,none,none,none
6,ขนาดกระดาษ A4 มีขนาดความกว้างและยาวเท่าไร,210 x 297,297 x 420,420 x 594,594 x 840,none,1,none,none,none,none,none,none
7,การเขียนเส้นผ่านศูนย์กลางของวงกลม ใช้เส้นใด,เส้นเต็มหนัก,เส้นเต็มบาง,เส้นศูนย์กลางเล็ก,เส้นศูนย์กลางใหญ่,none,3,none,none,none,none,none,none
8,ถ้าใช้เส้นศูนย์กลางใหญ่แทนเส้นศูนย์กลางเล็กในการเขียนแบบแล้วจะเกิดอะไรขึ้น,เหมือนเดิม,แบบแปรความหมายผิด,งานนั้นต้องการปรับปรุง,ต้องตรวจสอบขนาดตรงเส้นกำหนด,none,1,none,none,none,none,none,none
9,การเอียงของตัวอักษรที่เหมาะสมควรเอียง,15 องศา กับแนวดิ่งเอียงด้านหน้า,75 องศา กับแนวดิ่งเอียงด้านหลัง,15 องศา กับแนวดิ่งเอียงด้านหลัง,75 องศา กับแนวนอนเอียงด้านหน้า,none,3,none,none,none,none,none,none
10,"คำว่า ""King"" เมื่ออักษร ""K"" สูง 10 ม.ม อักษร ""ing"" สูงเท่าใด",7 ม.ม.,5 ม.ม.,3 ม.ม.,2.5 ม.ม.,none,1,none,none,none,none,none,none
11,"คำว่า ""King"" เมื่ออักษร ""K"" สูง 10 ม.ม. ขนาดเส้นที่ใช้เขียนตัวอักษรมีความหนาเท่าใด",0.25 ม.ม.,0.35 ม.ม.,0.5 ม.ม.,1.0 ม.ม.,none,4,none,none,none,none,none,none
12,ถ้าเส้นตรงวัดได้ 50 ม.ม.ใช้มาตราส่วน 1 : 5 จะเขียนเส้นนั้นลงในแบบเท่าไร,250 ม.ม.,25 ม.ม.,10 ม.ม.,5 ม.ม.,none,3,none,none,none,none,none,none
13,ถ้าเส้นตรงวัดได้ 50 ม.ม. ใช้มาตราส่วน 2 : 1 จะเขียนเส้นนั้นลงในแบบเท่าไร,100 ม.ม.,25 ม.ม.,10 ม.ม.,5 ม.ม.,none,1,none,none,none,none,none,none
14,เส้นใดใช้เป็นเส้นช่วยกำหนดขนาด,เส้นเต็มหนัก,เส้นเต็มบาง,เส้นศูนย์กลางใหญ่,เส้นศูนย์กลางเล็ก,none,2,none,none,none,none,none,none
15,ข้อใคต่อไปนี้เป็นการใช้งานของเส้นศูนย์กลาง,แสดงรอยตัดย่นระยะของรูป,ช่วยให้ขนาด,แสดงแนวการหมุนของชิ้นส่วน(Trajectory),แสดงลายตัด,none,3,none,none,none,none,none,none
16,การเว้นระยะตัวอักษร ควรจะเว้นระยะอย่างไร,พิจารณาจากระยะห่างระหว่างตัวอักษร ให้มีระยะเท่าๆ กัน,พิจารณาจากตำแหน่งกึ่งกลางตัวอักษรตัวแรก และกึ่งกลางตัวอักษรตัวหลังให้มีระยะเท่าๆ กัน,พิจารณาจากพื้นที่ว่างระหว่างตัวอักษร ให้มีพื้นที่เท่าๆ กัน,พิจารณาจากพื้นที่ว่าง และระยะห่าง ให้มีขนาดเท่าๆ กัน,none,4,none,none,none,none,none,none
17,"จากรูป ข้อใดกล่าวถึงเส้น A, B, C และ D ได้ถูกต้อง","VISIBLE LINE, CENTER LINE, HIDDEN LINE AND SECTION LINE","VISIBLE LINE, HIDDEN LINE, CENTER LINE AND SECTION LINE","SECTION LINE, HIDDEN LINE, CENTER LINE AND VISIBLE LINE","SECTION LINE, HIDDEN LINE, VISIBLE LINE AND CENTER LINE",none,2,q17.png,none,none,none,none,none
18,ดินสอเขียนแบบข้อใดมีไส้ดินสอแข็งที่สุด,3H,HB,B,2B,none,1,none,none,none,none,none,none
19,กระดาษขนาด A 4 เป็นกี่เท่าของ A 1,1/8,1/4,4,8,none,1,none,none,none,none,none,none
20,ข้อใดกล่าวถูกต้องเกี่ยวกับการเขียนตัวเลขเศษส่วน(lettering fraction),ตัวเลขต้องไม่สัมผัสกับเครื่องหมายเศษส่วน,ตำแหน่งกึ่งกลางของตัวส่วนต้องตรงกับตัวเศษ,ไม่ใช้เครื่องหมายเศษส่วนแบบเอียงยกเว้นเมื่อมีพื้นที่แคบในการเขียน,ถูกทุกข้อ,none,4,none,none,none,none,none,none
21,ข้อใดไม่ใช่มาตรฐานในงานเขียนแบบ,มอก.,ISO,AISI,ASHRAE,none,4,none,none,none,none,none,none
22,ในทางสากล นิยมวาง Title Box ไว้ที่ตำแหน่งใดของกระดาษ,บนซ้าย,ล่างขวา,ล่างซ้าย,บนขวา,none,2,none,none,none,none,none,none
23,หลักสากล ในการเขียนแบบ มีเส้นใดบ้างที่ต้องลงน้ำหนักของเส้นให้หนาและเข้ม,"visible line, center line, dimension & extension line","visible line, break line, cutting plane","visible line, center line, break line","visible line, hidden line, section line",none,4,none,none,none,none,none,none
24,การเขียนเส้นศูนย์กลาง (center line) ในข้อใดถูกต้องที่สุด,none,none,none,none,none,1,none,a24.png,b24.png,c24.png,d24.png,none
25,อุปกรณ์เขียนแบบข้อใดใช้วัดตรวจสอบความยาว และแบ่งเส้นตรงเป็นส่วนย่อยๆได้,ไม้บรรทัด,ดีไวเดอร์,เซ็ทสามเหลี่ยมวัดมุมได้,เพลตสำหรับทำโค้ง,none,2,none,none,none,none,none,none
26,ข้อใดคือประโยชน์ของไม้ที,ใช้เขียนเส้นระดับ,ใช้กดไม่ให้กระดาษเขียนแบบเคลื่อนที่ในขณะเขียนแบบ,เป็นฐานรองรับฉากสามเหลี่ยม,ข้อที่ 1. และ ข้อที่ 3. ถูกต้อง,none,4,none,none,none,none,none,none
27,ไส้ดินสอเบอร์ใดมีความเข้มน้อยที่สุด,2B,HB,4H,F,none,3,none,none,none,none,none,none
28,ไส้ดินสอเบอร์ใดมีความเข้มมากที่สุด,2B,HB,4H,F,none,1,none,none,none,none,none,none
29,จากรูปที่กำหนดให้ มุม A มีค่าเท่าใด,45 องศา,125 องศา,135 องศา,145 องศา,none,3,q29.png,none,none,none,none,none
30,บรรทัดสามเหลี่ยมตามรูปที่กำหนดให้ มีมุมเท่าใดบ้าง,"60, 45, 30 องศา","90, 60, 30 องศา","90, 45, 30 องศา","45, 30, 90 องศา",none,2,q30.png,none,none,none,none,none
31,จากรูปที่กำหนดให้ มุม B มีค่าเท่าใด,5 องศา,10 องศา,15 องศา,25 องศา,none,3,q31.png,none,none,none,none,none
32,จากรูปที่กำหนดให้ มุม C มีค่าเท่าใด,5 องศา,10 องศา,15 องศา,25 องศา,none,3,q32.png,none,none,none,none,none
33,จากรูปที่กำหนดให้ มุม D มีค่าเท่าใด,45 องศา,75 องศา,135 องศา,ผิดทุกข้อ,none,1,q33.png,none,none,none,none,none
34,จากรูปที่กำหนดให้ มุม E มีค่าเท่าใด,75 องศา,105 องศา,115 องศา,135 องศา,none,2,q34.png,none,none,none,none,none
35,กระดาษขนาด A3 ที่ใช้ในงานเขียนแบบมีขนาดเท่าใด,297 คูณ 210 ตารางมิลลิเมตร,420 คูณ 279 ตารางมิลลิเมตร,297 คูณ 240 ตารางมิลลิเมตร,420 คูณ 297 ตารางมิลลิเมตร,none,4,none,none,none,none,none,none
36,การเขียนตัวอักษรงานเขียนแบบใช้เส้นขนาดใด,(1/10)h,(2/10)h,(7/10)h,(10/10)h,none,1,none,none,none,none,none,none
37,ภาพใดแสดงเกลียวตามแบบมาตรฐาน,none,none,none,none,none,3,none,a37.png,b37.png,c37.png,d37.png,none
38,ภาพใดแสดง เกลียวน๊อตตามแบบมาตรฐาน,none,none,none,none,none,3,none,a38.png,b38.png,c38.png,d38.png,none
39,มาตราส่วนใดเป็นมาตราส่วนขยาย,2:1,1:2.5,1:5,1:1,none,1,none,none,none,none,none,none
40,ขอบชิ้นงานยาว 120 มม. ใช้มาตราส่วน 1:2.5 ต้องเขียนยาวเท่าใด,300 มม.,48 มม.,120 มม.,25 มม.,none,2,none,none,none,none,none,none
41,ขนาดในแบบยาว 30 มม. เมื่อใช้มาตราส่วน 5:1 จะเขียนขนาดเท่าใด,5,30,6,150,none,4,none,none,none,none,none,none
42,มาตราส่วนใดเป็นมาตราส่วนย่อมาตรฐาน,2:1,1:3,1:2,1:4,none,3,none,none,none,none,none,none
43,เส้นมือเปล่าใช้เมื่อไร,แสดงลายตัดชิ้นงาน,ขอบชิ้นงานที่มองเห็น,ขอบชิ้นงานที่มองไม่เห็น,เส้นตัดย่อส่วน,none,4,none,none,none,none,none,none
44,ตัวเลขใดเขียนผิดจากมาตรฐาน,none,none,none,none,none,3,none,a44.png,b44.png,c44.png,d44.png,none
45,ความสูงใด ที่ไม่ใช่ความสูงตัวอักษรมาตรฐาน,h = 2.5 มม.,h = 3.0 มม.,h = 3.5 มม.,h = 7.0 มม.,none,2,none,none,none,none,none,none
46,ขนาดเส้นใด เขียนอักษรมาตรฐานเทียบกับความสูง,1/10,2/10,3/10,5/10,none,1,none,none,none,none,none,none
47,อักษรพิมพ์ใหญ่สูงเท่าไร,7/10,8/10,9/10,10/10,none,4,none,none,none,none,none,none
48,แบบใดเขียนได้ถูกตามเงื่อนไข,none,none,none,none,none,3,none,a48.png,b48.png,c48.png,d48.png,none
49,เมื่อไรเขียนแบบหน้าแปลนครึ่งภาพ แทนการเขียนแบบสมบูรณ์เต็มภาพ ดังรูปต่อไปนี้,เมื่อเป็นหน้าแปลนกลม,เมื่อมีเนื้อที่จำกัด,เมื่อ 2 ข้างเหมือนกัน,เมื่อรูปร่างสมมาตร,none,4,q49.png,none,none,none,none,none
50,การเขียนแบบหน้าแปลนอย่างง่ายที่สุดเขียนอย่างไร,เขียนแบบเพียงครึ่งภาพ,เขียนย่อส่วน,แสดงรูยึดไว้ภาพด้านหน้าโดยตรง,ไม่แสดงสัญลักษณ์คุณภาพผิว,none,3,none,none,none,none,none,none
51,เส้นลูกโซ่บาง ไม่ใช้แสดงเส้นอะไร,เส้นศูนย์กลาง,วงกลมตัดบางส่วน,เส้นตัดเลื่อนแนว,อ้างอิงการแปรรูปชิ้นงาน,none,3,none,none,none,none,none,none
52,เส้นเต็มบางไม่ใช้แสดงเส้นอะไร,เส้นกำหนดขนาด,เส้นแนวพับชิ้นงาน,เส้นโคนเกลียว,ชุบแข็งเพียงบางส่วน,none,4,none,none,none,none,none,none
53,เส้นทะแยงมุมแสดงด้วยเส้นอะไร,เส้นเต็มหนา,เส้นลูกโซ่หนา,เส้นเต็มบาง,เส้นประ,none,3,none,none,none,none,none,none
54,มาตราส่วนใดไม่อยู่ในมาตราส่วยย่อ,1:2,1:3,1:5,1:10,none,2,none,none,none,none,none,none
55,เส้นเต็มบาง (เส้นทแยงมุมในรูปสี่เหลี่ยมบน) แสดงถึงอะไร,ไม่ชุบแข็ง,แสดงถึงพื้นราบ,แสดงกรรมวิธีแปรสภาพงานพิเศษ,ส่วนเสริมตัดออกได้,none,2,q55.png,none,none,none,none,none
56,ภาพคันโยกเส้นลูกโซ่คืออะไร,คันโยก 2 อัน 3 ตำแหน่ง,คันโยกเดียว 2 ตำแหน่ง,เพิ่มได้อีก 2 คันโยก,ให้ระวังการเลื่อนเกิน,none,2,q56.png,none,none,none,none,none
57,มาตราส่วน 1:5 เป็นมาตราส่วนแบบใด,มาตราส่วนเท่าของจริง,มาตราส่วนย่อ,มาตราส่วนขยาย,ไม่ใช่มาตราส่วนที่ใช้ในการเขียนแบบ,none,2,none,none,none,none,none,none
58,มาตราส่วน 5:1 เป็นมาตราส่วนแบบใด,มาตราส่วนเท่าของจริง,มาตราส่วนย่อ,มาตราส่วนขยาย,ไม่ใช่มาตราส่วนที่ใช้ในการเขียนแบบ,none,3,none,none,none,none,none,none
59,ข้อใดเป็นการเรียงลำดับไส้ดินสอจากอ่อนไปแข็งที่ใช้ในการเขียนแบบที่ถูกต้อง,"6H, 4H, 2H, F ","4H, 3H, 2H, B ","B, HB, 2H, 3H ","HB, 2H, 3H, 4H ",none,4,none,none,none,none,none,none
60,เส้นเต็มบางใช้เขียนเส้นใดต่อไปนี้,เส้นแสดงลายตัด เส้นชี้ เส้นบอกขนาด,เส้นขอบรูปที่ถูกบัง เส้นแสดงแนวตัด เส้นลายไม้,เส้นตัดแตก เส้นผ่านศูนย์กลาง เส้นแสดงขอบเขตการชุบแข็ง,ไม่มีคำตอบที่ถูกต้อง,none,1,none,none,none,none,none,none
61,"จากรูปข้างล่างนี้ตำแหน่ง A, B, C เป็นเส้นชนิดใดตามลำดับ",เส้นเต็มหนา เส้นมือเปล่า เส้นประ,เส้นเต็มหนา เส้นเต็มบาง เส้นประ ,เส้นเต็มหนา เส้นมือเปล่า เส้นลูกโซ่หนา,เส้นเต็มหนา เส้นลูกโซ่หนา เส้นมือเปล่า ,none,2,q61.png,none,none,none,none,none
62,การเขียนรูปแปดเหลี่ยมอยู่ภายในรูปวงกลม โดยที่เส้นรอบวงของวงกลมลากผ่านมุมทุกมุมของรูปแปดเหลี่ยมพอดี ข้อใดต่อไปนี้กล่าวถูกต้อง,มุมทุกมุมภายในรูปแปดเหลี่ยมมีขนาดเท่ากับ 150 องศา,รัศมีของวงกลม ยาวเท่ากับเส้นตรงที่ลากจากมุมหนึ่งผ่านจุดศูนย์กลางไปยังมุมตรงข้ามของรูปแปดเหลี่ยม (across corners),เส้นผ่านศูนย์กลางของวงกลม ยาวเท่ากับความยาวด้านของรูปแปดเหลี่ยม,เส้นผ่านศูนย์กลางของวงกลม ยาวเท่ากับเส้นตรงที่ลากจากมุมหนึ่งผ่านจุดศูนย์กลางไปยังมุมตรงข้ามของรูปแปดเหลี่ยม (across corners),none,4,none,none,none,none,none,none
63,การวัดขนาดความยาวในงานเขียนแบบตามมาตรฐาน ISO (International Standards Organization) ใช้ระบบหน่วยการวัดในข้อใด,หน่วยอังกฤษ (English units),หน่วยตะวันตก (Western units),หน่วยเมตริก (Metric units),องศาและเรเดียล (Degrees and radians),none,3,none,none,none,none,none,none
64,จากรูปห้าเหลี่ยมด้านเท่าที่กำหนดให้ มุม COE มีค่าเป็นกี่องศา,60 องศา,100 องศา,120 องศา,144 องศา,none,4,q64.png,none,none,none,none,none
65,สัญลักษณ์ของมุมที่ 1 (First Angle) เป็นอย่างไร,none,none,none,none,none,3,none,a65.png,b65.png,c65.png,d65.png,none
66,เส้นบนภาพเขียน (Drawings) อาจมีความหมาย หมายถึง,ระนาบที่มองเห็นเป็นสัน (Edge View),รอยตัดระหว่างระนาบสองอัน (Intersection),ขอบของระนาบโค้ง (Surface Limit),ถูกทุกข้อ,none,4,none,none,none,none,none,none
67,ข้อใดถูกต้องเกี่ยวกับขนาดของระนาบ “A” ในรูป Front View,เป็นขนาดจริง (True Shape),เป็นขนาดที่เล็กลง (Foreshortened),เป็นขนาดที่ใหญ่ขึ้น (Enlarge),อาจมีขนาดเท่าขนาดจริง หรือใหญ่ขึ้น หรือเล็กลงก็ได้,none,2,q67.png,none,none,none,none,none
68,ข้อใดถูกต้องเกี่ยวกับขนาดของระนาบ “A” ในรูป Right Side View,เป็นขนาดจริง (True Shape),เป็นขนาดที่เล็กลง (Foreshortened),เป็นขนาดที่ใหญ่ขึ้น (Enlarge),อาจมีขนาดเท่าขนาดจริง หรือใหญ่ขึ้น หรือเล็กลงก็ได้,none,1,q68.png,none,none,none,none,none
69,"ระนาบ ""P"" ในรูป Top Views สัมพันธ์กับระนาบใดในรูป Front View และ Right Side View",a กับ A,b กับ B,"a และเห็นเป็นเส้น (Edge View) ""C"" ในรูป Right Side View","เห็นเป็นเส้น (Edge View) ""c"" ในรูป Front View และ ""C"" ในรูป Right Side View",none,1,q69.png,none,none,none,none,none
70,จากภาพฉายระบบ Third Angle Projection ที่กำหนดให้ ระนาบ “P” ในรูป Top Views สัมพันธ์กับข้อใดในรูป Front View,a,เห็นเป็นเส้น (Edge View) “b”,เห็นเป็นเส้น (Edge View) “c”,d,none,2,q70.png,none,none,none,none,none
71,จากภายฉายระบบ Third Angle Projection ที่กำหนดให้ ระนาบ “P” ในรูป Top Views สัมพันธ์กับข้อใดในรูป Front View,a,เห็นเป็นเส้น (Edge View) “b”,เห็นเป็นเส้น (Edge View) “c”,d,none,3,q71.png,none,none,none,none,none
72,ระนาบ “P” ในรูป Front View สัมพันธ์กับระนาบใดในรูป Right Side View,a,เห็นเป็นเส้น (Edge View) “b”,เห็นเป็นเส้น (Edge View) “c”,d,none,1,q72.png,none,none,none,none,none
73,การแสดงภาพของวัตถุด้วยภาพฉาย (Projection) ในลักษณะต่อไปนี้ เรียกว่า,ภาพฉายออร์โทกราฟิก (Orthographic Projection) และ ภาพฉายไอโซเมทริกซ์ (Isometric Projection),ภาพฉายไอโซเมทริกซ์ (Isometric Projection),ภาพฉายออร์โทกราฟิก (Orthographic Projection),ภาพฉายออบบริก (Oblique Projection),none,1,q73.png,none,none,none,none,none
74,การแสดงภาพของวัตถุด้วยภาพฉาย (Projection) ในลักษณะต่อไปนี้ เรียกว่า,ภาพฉายออร์โทกราฟิก (Orthographic Projection),ภาพฉายไอโซเมทริกซ์ (Isometric Projection),ภาพฉายออบบริก (Oblique Projection),ภาพฉายเพอสเปกทีพ (Perspective Projection),none,2,q74.png,none,none,none,none,none
75,การแสดงภาพของวัตถุด้วยภาพฉาย (Projection) ในลักษณะข้างล่างนี้ เรียกว่า,ภาพฉายออร์โทกราฟิก (Orthographic Projection),ภาพฉายไอโซเมทริกซ์ (Isometric Projection),ภาพฉายออบบริก (Oblique Projection),ภาพฉายเพอสเปกทีพ (Perspective Projection),none,3,q75.png,none,none,none,none,none
76,การแสดงภาพของวัตถุด้วยภาพฉาย (Projection) ในลักษณะข้างล่างนี้ เรียกว่า,ภาพฉายออร์โทกราฟิก (Orthographic Projection),ภาพฉายไอโซเมทริกซ์ (Isometric Projection),ภาพฉายออบบริก (Oblique Projection),ภาพฉายเพอสเปกทีพ (Perspective Projection),none,4,q76.png,none,none,none,none,none
77,รูป Orthographic Drawing ข้างล่างนี้ สัมพันธ์กับวัตถุในข้อใด,none,none,none,ไม่มีข้อใดถูก,none,1,q77.png,a77.png,b77.png,c77.png,none,none
78,รูป Orthographic Drawing ข้างล่างนี้ สัมพันธ์กับวัตถุในข้อใด,none,none,none,ไม่มีข้อใดถูก,none,1,q78.png,a78.png,b78.png,c78.png,none,none
79,รูป Pictorial Drawing ข้างล่างนี้ สัมพันธ์กับรูป Orthographic ในรูปใด,none,none,none,none,none,4,q79.png,a79.png,b79.png,c79.png,d79.png,none
80,กำหนดวัตถุดังรูป ภาพฉายรูปใดเขียนได้ถูกต้อง,none,none,none,none,none,1,q80.png,a80.png,b80.png,c80.png,d80.png,none
81,กำหนดวัตถุดังภาพด้านล่าง ภาพใดต่อไปนี้เป็นการวางภาพฉายแบบออร์โธกราฟฟิก แบบมุมที่ 1 ได้ถูกต้อง,none,none,none,none,none,4,q81.png,a81.png,b81.png,c81.png,d81.png,none
82,เป็นสัญลักษณ์การเขียนแบบภาพฉายตามข้อใด,การเขียนภาพฉายมุมที่ 1 (First Angle Projection),การเขียนภาพฉายมุมที่ 2 (Second Angle Projection),การเขียนภาพฉายมุมที่ 3 (Third Angle Projection),การเขียนภาพฉายมุมที่ 5 (Fifth Angle Projection),none,3,q82.png,none,none,none,none,none
83,การเขียนภาพฉายมุมที่ 1 (First Angle Projection) เป็นการเขียนแบบภาพฉายระบบใด,ระบบยุโรป,ระบบอเมริกัน,ระบบเอเชีย,ระบบญี่ปุ่น,none,1,q83.png,none,none,none,none,none
84,ข้อใดเป็นภาพแสดงมุมมองที่ถูกต้อง ตามทิศทางลูกศรชี้ของภาพสามมิติที่กำหนดให้ (ภาพในข้อสอบได้ละเว้นเส้นผ่านศูนย์กลางของวงกลมหรือทรงกระบอก),none,none,none,none,none,2,q84.png,a84.png,b84.png,c84.png,d84.png,none
85,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,1,q85.png,a85.png,b85.png,c85.png,d85.png,none
86,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,2,q86.png,a86.png,b86.png,c86.png,d86.png,none
87,จงเลือกภาพฉายด้านบนให้ตรงกับภาพฉายด้านหน้า และภาพฉายด้านข้างที่กำหนดให้,none,none,none,none,none,2,q87.png,a87.png,b87.png,c87.png,d87.png,none
88,เมื่อพิจารณาเส้นตรงเส้นหนึ่ง พบว่าเส้นความยาวจริงของเส้นตรงนี้ปรากฏที่ภาพด้านหน้า และภาพด้านบน ภาพด้านข้างจะปรากฏเป็นรูปร่างใด,เส้นตรงความยาวไม่จริง,เส้นตรงความยาวจริง,จุด,เส้นเอียงความยาวไม่จริง,none,3,none,none,none,none,none,none
89,ในการพิจารณาเส้นตรงเส้นหนึ่ง หากพบว่าที่ภาพด้านหน้าปรากฏเป็นเส้นความยาวไม่จริงของเส้นตรงเส้นนี้ ที่ภาพด้านข้างปรากฏเป็นเส้นความยาวจริง เส้นตรงเส้นนี้จะปรากฏบนภาพด้านบนในลักษณะใด,จุด,เส้นความยาวจริง,เส้นโค้ง,เส้นความยาวไม่จริง,none,4,none,none,none,none,none,none
90,พิจารณาระนาบหนึ่ง พบว่าที่ภาพด้านหน้าและภาพด้านข้างปรากฏเป็นสันหรือขอบของระนาบ ที่ภาพด้านบนจะปรากฏเป็นรูปร่างใด,ระนาบที่แสดงขนาดจริง,ระนาบที่แสดงขนาดเล็กกว่าความเป็นจริง,ระนาบที่แสดงขนาดใหญ่กว่าความเป็นจริง,สันหรือขอบของระนาบ,none,1,none,none,none,none,none,none
91,พิจารณาระนาบหนึ่ง พบว่าที่ภาพด้านข้างและภาพด้านบนปรากฏเป็นระนาบที่มีขนาดไม่เท่ากับขนาดจริงของระนาบนี้ ภาพด้านหน้าจะปรากฏเป็นรูปร่างใด,ระนาบที่มีขนาดเล็กว่าขนาดจริงของระนาบนี้,ระนาบที่มีขนาดใหญ่ว่าขนาดจริงของระนาบนี้,สันหรือขอบของระนาบ,ระนาบที่มีขนาดเท่ากับขนาดจริงของระนาบ,none,1,none,none,none,none,none,none
92,ภาพฉายออร์โธกราฟิกในข้อใด ที่สอดคล้องกับรูปไอโซเมตริกต่อไปนี้,none,none,none,none,none,3,q92.png,a92.png,b92.png,c92.png,d92.png,none
93,องค์ประกอบของการเขียนภาพฉายตั้งฉาก ของระบบการวางภาพแบบมุมที่ 1 ประกอบด้วยอะไรบ้าง ตามลำดับ,คนมอง ฉากรับภาพ วัตถุ,วัตถุ ฉากรับภาพ คนมอง,คนมอง วัตถุ ฉากรับภาพ,ฉากรับภาพ วัตถุ คนมอง,none,3,none,none,none,none,none,none
